id,name_sci,name_en,name_sv
4925,Thamnophilus tenuepunctatus,Lined Antshrike,streckad myrtörnskata
4926,Thamnophilus palliatus,Chestnut-backed Antshrike,kastanjeryggig myrtörnskata
4927,Thamnophilus bridgesi,Black-hooded Antshrike,pärlvingad myrtörnskata
4928,Thamnophilus nigriceps,Black Antshrike,colombiamyrtörnskata
4929,Thamnophilus praecox,Cocha Antshrike,cochamyrtörnskata
4930,Thamnophilus nigrocinereus,Blackish-grey Antshrike,gråsvart myrtörnskata
4931,Thamnophilus cryptoleucus,Castelnau's Antshrike,várzeamyrtörnskata
4932,Thamnophilus aethiops,White-shouldered Antshrike,prickmyrtörnskata
4933,Thamnophilus unicolor,Uniform Antshrike,enfärgad myrtörnskata
4934,Thamnophilus schistaceus,Plain-winged Antshrike,svartkronad myrtörnskata
4935,Thamnophilus murinus,Mouse-colored Antshrike,musgrå myrtörnskata
4936,Thamnophilus aroyae,Upland Antshrike,höglandsmyrtörnskata
4937,Thamnophilus atrinucha,Black-crowned Antshrike,svartnackad myrtörnskata
4938,Thamnophilus punctatus,Northern Slaty Antshrike,skiffermyrtörnskata
4939,Thamnophilus stictocephalus,Natterer's Slaty Antshrike,mörkryggig myrtörnskata
4940,Thamnophilus sticturus,Bolivian Slaty Antshrike,lianmyrtörnskata
4941,Thamnophilus pelzelni,Planalto Slaty Antshrike,planaltomyrtörnskata
4942,Thamnophilus ambiguus,Sooretama Slaty Antshrike,sooretamamyrtörnskata
4943,Thamnophilus amazonicus,Amazonian Antshrike,amazonmyrtörnskata
4944,Thamnophilus divisorius,Acre Antshrike,acremyrtörnskata
4945,Thamnophilus insignis,Streak-backed Antshrike,tepuímyrtörnskata
4946,Thamnophilus caerulescens,Variable Antshrike,buskmyrtörnskata
4947,Thamnophilus torquatus,Rufous-winged Antshrike,rostvingad myrtörnskata
4948,Thamnophilus ruficapillus,Rufous-capped Antshrike,rostkronad myrtörnskata
4949,Sakesphorus canadensis,Black-crested Antshrike,svarttofsad myrtörnskata
4950,Sakesphorus cristatus,Silvery-cheeked Antshrike,silverkindad myrtörnskata
4951,Sakesphorus luctuosus,Glossy Antshrike,glansmyrtörnskata
4952,Biatas nigropectus,White-bearded Antshrike,vitskäggig myrtörnskata
4953,Cymbilaimus lineatus,Fasciated Antshrike,zebramyrtörnskata
4954,Cymbilaimus sanctaemariae,Bamboo Antshrike,bambumyrtörnskata
4955,Taraba major,Great Antshrike,större myrtörnskata
4956,Mackenziaena leachii,Large-tailed Antshrike,bredstjärtad myrtörnskata
4957,Mackenziaena severa,Tufted Antshrike,tofsmyrtörnskata
4958,Frederickena viridis,Black-throated Antshrike,svartbröstad myrtörnskata
4959,Frederickena unduliger,Undulated Antshrike,vattrad myrtörnskata
4960,Frederickena fulva,Fulvous Antshrike,gulbrun myrtörnskata
4961,Hypoedaleus guttatus,Spot-backed Antshrike,fläckryggig myrtörnskata
4962,Batara cinerea,Giant Antshrike,jättemyrtörnskata
4963,Xenornis setifrons,Speckled Antshrike,fläckig myrtörnskata
4964,Pithys albifrons,White-plumed Antbird,vitplymad myrfågel
4965,Pithys castaneus,White-masked Antbird,vitmaskad myrfågel
4966,Phaenostictus mcleannani,Ocellated Antbird,pärlmyrfågel
4967,Gymnopithys bicolor,Bicolored Antbird,tvåfärgad myrfågel
4968,Gymnopithys leucaspis,White-cheeked Antbird,vitkindad myrfågel
4969,Gymnopithys rufigula,Rufous-throated Antbird,roststrupig myrfågel
4970,Oneillornis salvini,White-throated Antbird,vitstrupig myrfågel
4971,Oneillornis lunulatus,Lunulated Antbird,loretomyrfågel
4972,Rhegmatorhina gymnops,Bare-eyed Antbird,santarémmyrfågel
4973,Rhegmatorhina berlepschi,Harlequin Antbird,harlekinmyrfågel
4974,Rhegmatorhina hoffmannsi,White-breasted Antbird,vitbröstad myrfågel
4975,Rhegmatorhina cristata,Chestnut-crested Antbird,kastanjetofsad myrfågel
4976,Rhegmatorhina melanosticta,Hairy-crested Antbird,perukmyrfågel
4977,Phlegopsis nigromaculata,Black-spotted Bare-eye,svartfläckig myrfågel
4978,Phlegopsis erythroptera,Reddish-winged Bare-eye,rödvingad myrfågel
4979,Phlegopsis borbae,Pale-faced Bare-eye,borstmyrfågel
4980,Willisornis poecilinotus,Common Scale-backed Antbird,fjällryggig myrfågel
4981,Willisornis vidua,Xingu Scale-backed Antbird,xingumyrfågel
4982,Drymophila ferruginea,Ferruginous Antbird,rostmyrfågel
4983,Drymophila rubricollis,Bertoni's Antbird,bertonimyrfågel
4984,Drymophila genei,Rufous-tailed Antbird,roststjärtad myrfågel
4985,Drymophila ochropyga,Ochre-rumped Antbird,ockragumpad myrfågel
4986,Drymophila malura,Dusky-tailed Antbird,gråstjärtad myrfågel
4987,Drymophila squamata,Scaled Antbird,fjällig myrfågel
4988,Drymophila devillei,Striated Antbird,strimmig myrfågel
4989,Drymophila hellmayri,Santa Marta Antbird,santamartamyrfågel
4990,Drymophila klagesi,Klages's Antbird,klagesmyrfågel
4991,Drymophila caudata,East Andean Antbird,östandinsk myrfågel
4992,Drymophila striaticeps,Streak-headed Antbird,strimhuvad myrfågel
4993,Hypocnemis cantator,Guianan Warbling Antbird,guyanadrillmyrfågel
4994,Hypocnemis flavescens,Imeri Warbling Antbird,imeridrillmyrfågel
4995,Hypocnemis peruviana,Peruvian Warbling Antbird,peruansk drillmyrfågel
4996,Hypocnemis subflava,Yellow-breasted Warbling Antbird,gulbröstad drillmyrfågel
4997,Hypocnemis ochrogyna,Rondonia Warbling Antbird,rondôniadrillmyrfågel
4998,Hypocnemis striata,Spix's Warbling Antbird,spixdrillmyrfågel
4999,Hypocnemis rondoni,Manicore Warbling Antbird,manicorédrillmyrfågel
5000,Hypocnemis hypoxantha,Yellow-browed Antbird,gulbrynad myrfågel
5001,Sciaphylax hemimelaena,Southern Chestnut-tailed Antbird,kastanjestjärtad myrfågel
5002,Sciaphylax castanea,Northern Chestnut-tailed Antbird,maynasmyrfågel
5003,Cercomacroides laeta,Willis's Antbird,willismyrfågel
5004,Cercomacroides parkeri,Parker's Antbird,parkermyrfågel
5005,Cercomacroides nigrescens,Blackish Antbird,gråsvart myrfågel
5006,Cercomacroides fuscicauda,Riparian Antbird,flodbanksmyrfågel
5007,Cercomacroides tyrannina,Dusky Antbird,brungrå myrfågel
5008,Cercomacroides serva,Black Antbird,svart myrfågel
5009,Cercomacra manu,Manu Antbird,manúmyrfågel
5010,Cercomacra brasiliana,Rio de Janeiro Antbird,riodejaneiromyrfågel
5011,Cercomacra cinerascens,Grey Antbird,grå myrfågel
5012,Cercomacra melanaria,Mato Grosso Antbird,matogrossomyrfågel
5013,Cercomacra ferdinandi,Bananal Antbird,bananalmyrfågel
5014,Cercomacra nigricans,Jet Antbird,kolmyrfågel
5015,Cercomacra carbonaria,Rio Branco Antbird,riobrancomyrfågel
5016,Myrmoderus ferrugineus,Ferruginous-backed Antbird,rostryggig myrfågel
5017,Myrmoderus eowilsoni,Cordillera Azul Antbird,gråbrynad myrfågel
5018,Myrmoderus ruficauda,Scalloped Antbird,vattrad myrfågel
5019,Myrmoderus loricatus,White-bibbed Antbird,vithakad myrfågel
5020,Myrmoderus squamosus,Squamate Antbird,svartkindad myrfågel
5021,Hypocnemoides melanopogon,Black-chinned Antbird,svarthakad myrfågel
5022,Hypocnemoides maculicauda,Band-tailed Antbird,bandstjärtad myrfågel
5023,Hylophylax naevioides,Spotted Antbird,fläckig myrfågel
5024,Hylophylax naevius,Spot-backed Antbird,fläckryggig myrfågel
5025,Hylophylax punctulatus,Dot-backed Antbird,prickryggig myrfågel
5026,Sclateria naevia,Silvered Antbird,silvermyrfågel
5027,Myrmelastes hyperythrus,Plumbeous Antbird,blygrå myrfågel
5028,Myrmelastes schistaceus,Slate-colored Antbird,skiffermyrfågel
5029,Myrmelastes leucostigma,Spot-winged Antbird,fläckvingad myrfågel
5030,Myrmelastes humaythae,Humaita Antbird,humaitámyrfågel
5031,Myrmelastes brunneiceps,Brownish-headed Antbird,brunhuvad myrfågel
5032,Myrmelastes rufifacies,Rufous-faced Antbird,rostkindad myrfågel
5033,Myrmelastes saturatus,Roraiman Antbird,roraimamyrfågel
5034,Myrmelastes caurensis,Caura Antbird,cauramyrfågel
5035,Poliocrania exsul,Chestnut-backed Antbird,brunryggig myrfågel
5036,Ampelornis griseiceps,Grey-headed Antbird,gråhuvad myrfågel
5037,Sipia berlepschi,Stub-tailed Antbird,stubbstjärtad myrfågel
5038,Sipia nigricauda,Esmeraldas Antbird,esmeraldasmyrfågel
5039,Sipia palliata,Magdalena Antbird,magdalenamyrfågel
5040,Sipia laemosticta,Dull-mantled Antbird,mörkryggig myrfågel
5041,Myrmeciza longipes,White-bellied Antbird,vitbukig myrfågel
5042,Myrmoborus melanurus,Black-tailed Antbird,svartstjärtad myrfågel
5043,Myrmoborus lophotes,White-lined Antbird,tofsmyrfågel
5044,Myrmoborus myotherinus,Black-faced Antbird,svartmaskad myrfågel
5045,Myrmoborus leucophrys,White-browed Antbird,vitbrynad myrfågel
5046,Myrmoborus lugubris,Ash-breasted Antbird,várzeamyrfågel
5047,Gymnocichla nudiceps,Bare-crowned Antbird,blåhuvad myrfågel
5048,Pyriglena maura,Western Fire-eye,västligt eldöga
5049,Pyriglena similis,Tapajos Fire-eye,tapajóseldöga
5050,Pyriglena leuconota,East Amazonian Fire-Eye,amazoneldöga
5051,Pyriglena atra,Fringe-backed Fire-Eye,fjällryggigt eldöga
5052,Pyriglena leucoptera,White-shouldered Fire-Eye,vitskuldrat eldöga
5053,Rhopornis ardesiacus,Slender Antbird,rödögd myrfågel
5054,Percnostola rufifrons,Black-headed Antbird,svartkronad myrfågel
5055,Percnostola arenarum,Allpahuayo Antbird,allpahuayomyrfågel
5056,Percnostola melanoceps,White-shouldered Antbird,vitskuldrad myrfågel
5057,Percnostola goeldii,Goeldi's Antbird,göldimyrfågel
5058,Percnostola fortis,Sooty Antbird,sotmyrfågel
5059,Percnostola immaculata,Blue-lored Antbird,blåtyglad myrfågel
5060,Percnostola zeledoni,Zeledon's Antbird,zeledónmyrfågel
5061,Formicarius colma,Rufous-capped Antthrush,rostkronad myrtrast
5062,Formicarius analis,Black-faced Antthrush,svartmaskad myrtrast
5063,Formicarius moniliger,Mayan Antthrush,mayamyrtrast
5064,Formicarius rufifrons,Rufous-fronted Antthrush,rödpannad myrtrast
5065,Formicarius nigricapillus,Black-headed Antthrush,svarthuvad myrtrast
5066,Formicarius rufipectus,Rufous-breasted Antthrush,rostbröstad myrtrast
5067,Chamaeza campanisona,Short-tailed Antthrush,kortstjärtad myrtrast
5068,Chamaeza nobilis,Striated Antthrush,strimmig myrtrast
5069,Chamaeza meruloides,Cryptic Antthrush,kryptisk myrtrast
5070,Chamaeza ruficauda,Rufous-tailed Antthrush,brasilienmyrtrast
5071,Chamaeza turdina,Schwartz's Antthrush,fjällig myrtrast
5072,Chamaeza mollissima,Barred Antthrush,bandad myrtrast
5073,Grallaria squamigera,Undulated Antpitta,vattrad myrpitta
5074,Grallaria gigantea,Giant Antpitta,jättemyrpitta
5075,Grallaria excelsa,Great Antpitta,större myrpitta
5076,Grallaria varia,Variegated Antpitta,spräcklig myrpitta
5077,Grallaria alleni,Moustached Antpitta,skäggmyrpitta
5078,Grallaria guatimalensis,Scaled Antpitta,fjällig myrpitta
5079,Grallaria chthonia,Tachira Antpitta,táchiramyrpitta
5080,Grallaria haplonota,Plain-backed Antpitta,brunryggig myrpitta
5081,Grallaria dignissima,Ochre-striped Antpitta,ockrastrimmig myrpitta
5082,Grallaria eludens,Elusive Antpitta,strimmig myrpitta
5083,Grallaria ruficapilla,Chestnut-crowned Antpitta,kastanjekronad myrpitta
5084,Grallaria watkinsi,Watkins's Antpitta,tumbesmyrpitta
5085,Grallaria bangsi,Santa Marta Antpitta,santamartamyrpitta
5086,Grallaria kaestneri,Cundinamarca Antpitta,cundinamarcamyrpitta
5087,Grallaria andicolus,Stripe-headed Antpitta,polylepismyrpitta
5088,Grallaria griseonucha,Grey-naped Antpitta,grånackad myrpitta
5089,Grallaria ridgelyi,Jocotoco Antpitta,jocotocomyrpitta
5090,Grallaria nuchalis,Chestnut-naped Antpitta,rostnackad myrpitta
5091,Grallaria carrikeri,Pale-billed Antpitta,vitnäbbad myrpitta
5092,Grallaria albigula,White-throated Antpitta,vitstrupig myrpitta
5093,Grallaria flavotincta,Yellow-breasted Antpitta,gulbröstad myrpitta
5094,Grallaria hypoleuca,White-bellied Antpitta,vitbukig myrpitta
5095,Grallaria przewalskii,Rusty-tinged Antpitta,rostbröstad myrpitta
5096,Grallaria capitalis,Bay Antpitta,rödbrun myrpitta
5097,Grallaria erythroleuca,Red-and-white Antpitta,rostvit myrpitta
5098,Grallaria spatiator,Sierra Nevada Antpitta,taironamyrpitta
5099,Grallaria saltuensis,Perija Antpitta,perijámyrpitta
5100,Grallaria rufula,Muisca Antpitta,muiscamyrpitta
5101,Grallaria rufocinerea,Bicolored Antpitta,tvåfärgad myrpitta
5102,Grallaria alvarezi,Chami Antpitta,chamímyrpitta
5103,Grallaria saturata,Equatorial Antpitta,ekvatorialmyrpitta
5104,Grallaria cajamarcae,Cajamarca Antpitta,cajamarcamyrpitta
5105,Grallaria blakei,Chestnut Antpitta,kastanjemyrpitta
5106,Grallaria gravesi,Chachapoya Antpitta,chachapoyamyrpitta
5107,Grallaria oneilli,Panao Antpitta,panaomyrpitta
5108,Grallaria obscura,Junin Antpitta,junínmyrpitta
5109,Grallaria centralis,Oxapampa Antpitta,oxapampamyrpitta
5110,Grallaria ayacuchensis,Ayacucho Antpitta,ayacuchomyrpitta
5111,Grallaria occabambae,Urubamba Antpitta,urubambamyrpitta
5112,Grallaria sinaensis,Puno Antpitta,punomyrpitta
5113,Grallaria cochabambae,Bolivian Antpitta,boliviamyrpitta
5114,Grallaria quitensis,Tawny Antpitta,ockramyrpitta
5115,Grallaria milleri,Brown-banded Antpitta,brunbandad myrpitta
5116,Grallaria urraoensis,Urrao Antpitta,urraomyrpitta
5117,Grallaria erythrotis,Rufous-faced Antpitta,rostkindad myrpitta
5118,Hylopezus perspicillatus,Streak-chested Antpitta,streckad myrpitta
5119,Hylopezus macularius,Spotted Antpitta,fläckig myrpitta
5120,Hylopezus paraensis,Snethlage's Antpitta,parámyrpitta
5121,Hylopezus whittakeri,Alta Floresta Antpitta,altaflorestamyrpitta
5122,Hylopezus auricularis,Masked Antpitta,brunörad myrpitta
5123,Hylopezus dives,Thicket Antpitta,snårmyrpitta
5124,Hylopezus fulviventris,White-lored Antpitta,vittyglad myrpitta
5125,Hylopezus berlepschi,Amazonian Antpitta,amazonmyrpitta
5126,Hylopezus ochroleucus,White-browed Antpitta,vitbrynad myrpitta
5127,Cryptopezus nattereri,Speckle-breasted Antpitta,fläckbröstad myrpitta
5128,Myrmothera campanisona,Thrush-like Antpitta,trastmyrpitta
5129,Myrmothera subcanescens,Tapajos Antpitta,tapajósmyrpitta
5130,Myrmothera simplex,Tepui Antpitta,tepuímyrpitta
5131,Grallaricula flavirostris,Ochre-breasted Antpitta,ockrabröstad myrpitta
5132,Grallaricula loricata,Scallop-breasted Antpitta,fjällbröstad myrpitta
5133,Grallaricula cucullata,Hooded Antpitta,rosthuvad myrpitta
5134,Grallaricula peruviana,Peruvian Antpitta,piuramyrpitta
5135,Grallaricula ochraceifrons,Ochre-fronted Antpitta,ockrapannad myrpitta
5136,Grallaricula ferrugineipectus,Rusty-breasted Antpitta,rostbandad myrpitta
5137,Grallaricula leymebambae,Rufous-breasted Antpitta,leymebambamyrpitta
5138,Grallaricula nana,Slaty-crowned Antpitta,skifferkronad myrpitta
5139,Grallaricula cumanensis,Sucre Antpitta,sucremyrpitta
5140,Grallaricula lineifrons,Crescent-faced Antpitta,halvmånemyrpitta
5141,Conopophaga lineata,Rufous Gnateater,rostknottfågel
5142,Conopophaga aurita,Chestnut-belted Gnateater,kastanjebröstad knottfågel
5143,Conopophaga roberti,Hooded Gnateater,svarthuvad knottfågel
5144,Conopophaga peruviana,Ash-throated Gnateater,gråryggig knottfågel
5145,Conopophaga cearae,Ceara Gnateater,cearáknottfågel
5146,Conopophaga ardesiaca,Slaty Gnateater,skifferknottfågel
5147,Conopophaga castaneiceps,Chestnut-crowned Gnateater,rostpannad knottfågel
5148,Conopophaga melanops,Black-cheeked Gnateater,svartmaskad knottfågel
5149,Conopophaga melanogaster,Black-bellied Gnateater,svartbröstad knottfågel
5150,Pittasoma michleri,Black-crowned Antpitta,svartkronad knottpitta
5151,Pittasoma rufopileatum,Rufous-crowned Antpitta,rödkronad knottpitta
5152,Acropternis orthonyx,Ocellated Tapaculo,pärltapakul
5153,Pteroptochos castaneus,Chestnut-throated Huet-huet,kastanjestrupig tapakul
5154,Pteroptochos tarnii,Black-throated Huet-huet,svartstrupig tapakul
5155,Pteroptochos megapodius,Moustached Turca,mustaschtapakul
5156,Scelorchilus albicollis,White-throated Tapaculo,vitstrupig tapakul
5157,Scelorchilus rubecula,Chucao Tapaculo,chucaotapakul
5158,Rhinocrypta lanceolata,Crested Gallito,tofstapakul
5159,Teledromas fuscus,Sandy Gallito,sandtapakul
5160,Liosceles thoracicus,Rusty-belted Tapaculo,amazontapakul
5161,Psilorhamphus guttatus,Spotted Bamboowren,bambusmyg
5162,Merulaxis ater,Slaty Bristlefront,svart borstpanna
5163,Merulaxis stresemanni,Stresemann's Bristlefront,bahiaborstpanna
5164,Eugralla paradoxa,Ochre-flanked Tapaculo,ockrasidig tapakul
5165,Myornis senilis,Ash-colored Tapaculo,grå tapakul
5166,Eleoscytalopus indigoticus,White-breasted Tapaculo,vitbröstad tapakul
5167,Eleoscytalopus psychopompus,Bahia Tapaculo,bahiatapakul
5168,Scytalopus iraiensis,Marsh Tapaculo,kärrtapakul
5169,Scytalopus diamantinensis,Diamantina Tapaculo,diamantinatapakul
5170,Scytalopus novacapitalis,Brasilia Tapaculo,brasiliatapakul
5171,Scytalopus petrophilus,Rock Tapaculo,klipptapakul
5172,Scytalopus pachecoi,Planalto Tapaculo,planaltotapakul
5173,Scytalopus gonzagai,Boa Nova Tapaculo,boanovatapakul
5174,Scytalopus speluncae,Mouse-colored Tapaculo,ljusgrå tapakul
5175,Scytalopus fuscus,Dusky Tapaculo,mörk tapakul
5176,Scytalopus magellanicus,Magellanic Tapaculo,magellantapakul
5177,Scytalopus affinis,Ancash Tapaculo,ancashtapakul
5178,Scytalopus krabbei,White-winged Tapaculo,vitvingetapakul
5179,Scytalopus androstictus,Loja Tapaculo,lojatapakul
5180,Scytalopus opacus,Paramo Tapaculo,páramotapakul
5181,Scytalopus canus,Paramillo Tapaculo,paramillotapakul
5182,Scytalopus superciliaris,White-browed Tapaculo,vitbrynad tapakul
5183,Scytalopus zimmeri,Zimmer's Tapaculo,chiquisacatapakul
5184,Scytalopus simonsi,Puna Tapaculo,punatapakul
5185,Scytalopus schulenbergi,Diademed Tapaculo,diademtapakul
5186,Scytalopus urubambae,Vilcabamba Tapaculo,vilcabambatapakul
5187,Scytalopus whitneyi,Ampay Tapaculo,ampaytapakul
5188,Scytalopus frankeae,Jalca Tapaculo,jalkatapakul
5189,Scytalopus altirostris,Neblina Tapaculo,neblinatapakul
5190,Scytalopus parvirostris,Trilling Tapaculo,drilltapakul
5191,Scytalopus bolivianus,Bolivian Tapaculo,boliviatapakul
5192,Scytalopus atratus,White-crowned Tapaculo,vitkronad tapakul
5193,Scytalopus sanctaemartae,Santa Marta Tapaculo,santamartatapakul
5194,Scytalopus micropterus,Long-tailed Tapaculo,långstjärtad tapakul
5195,Scytalopus femoralis,Rufous-vented Tapaculo,brunbukig tapakul
5196,Scytalopus intermedius,Utcubamba Tapaculo,utcubambatapakul
5197,Scytalopus macropus,Large-footed Tapaculo,bäcktapakul
5198,Scytalopus gettyae,Junin Tapaculo,juníntapakul
5199,Scytalopus unicolor,Unicolored Tapaculo,cajamarcatapakul
5200,Scytalopus acutirostris,Tschudi's Tapaculo,skiffertapakul
5201,Scytalopus latrans,Blackish Tapaculo,svartgrå tapakul
5202,Scytalopus argentifrons,Silvery-fronted Tapaculo,gråvattrad tapakul
5203,Scytalopus vicinior,Narino Tapaculo,nariñotapakul
5204,Scytalopus panamensis,Tacarcuna Tapaculo,tacarcunatapakul
5205,Scytalopus chocoensis,Choco Tapaculo,chocótapakul
5206,Scytalopus rodriguezi,Magdalena Tapaculo,magdalenatapakul
5207,Scytalopus stilesi,Stiles's Tapaculo,stilestapakul
5208,Scytalopus alvarezlopezi,Tatama Tapaculo,tatamátapakul
5209,Scytalopus robbinsi,El Oro Tapaculo,ecuadortapakul
5210,Scytalopus caracae,Caracas Tapaculo,caracastapakul
5211,Scytalopus griseicollis,Pale-bellied Tapaculo,matorraltapakul
5212,Scytalopus latebricola,Brown-rumped Tapaculo,brungumpad tapakul
5213,Scytalopus perijanus,Perija Tapaculo,perijátapakul
5214,Scytalopus meridanus,Merida Tapaculo,méridatapakul
5215,Scytalopus parkeri,Chusquea Tapaculo,bambutapakul
5216,Scytalopus spillmanni,Spillmann's Tapaculo,spillmanntapakul
5217,Melanopareia torquata,Collared Crescentchest,halsbandsmånbröst
5218,Melanopareia bitorquata,Double-collared Crescentchest,boliviamånbröst
5219,Melanopareia maximiliani,Olive-crowned Crescentchest,chacomånbröst
5220,Melanopareia maranonica,Maranon Crescentchest,marañónmånbröst
5221,Melanopareia elegans,Elegant Crescentchest,praktmånbröst
5222,Piprites griseiceps,Grey-headed Piprites,gråhuvad piprit
5223,Piprites chloris,Wing-barred Piprites,grånackad piprit
